SEGRADES,SEGRADEQ,SEENJOY,SEABSNT,SCCHOICE,SPUBCHOIX,SCONSIDR,EDCPUB,SCHLHRSWK,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,CDOBMM,CDOBYY,CSEX,ALLGRADEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,CHLDNT,DSBLTY,HHPARN19X,NUMSIBSX,PARGRADEX,RACEETH,CENREG,ZIPLOCL,HDHEALTH,SEFUTUREX,INTACC,EINTNET,success_binary,engagement_count,homework_intensity,school_involvement,communication_index,enrichment_count,has_choice,child_age
3,3,2,1,2,2,2,1,4,4,17,1,1,1,4,4,1,1,1,1,1,2,2,1,60,2,2,1,1,1,2,1,1,1,1,1,1,1,1,7,1,1,3,2012,1,4,2,5,5,1,1,4,3,NA,36,2,1,1,5,2,3,0,2,3,4,21,4,6,2,4,0,6,4,1.25,1.3333333333333333,7,0,7
1,2,3,4,1,3,2,1,4,3,5,1,1,2,3,1,1,2,1,2,1,2,1,1,5,1,1,2,3,2,2,2,1,2,1,2,2,1,1,5,2,2,10,2001,2,14,2,3,1,1,2,1,1,40,46,1,12,1,1,1,1,0,5,1,3,41,3,5,1,4,1,5,2.3333333333333335,1.5,2,2,1,18
2,2,1,1,1,1,1,1,4,3,3,1,2,1,3,1,1,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,2,6,2008,1,8,2,4,1,1,2,1,2,8,43,1,11,1,2,2,1,1,4,1,4,12,1,5,1,4,1,5,2.3333333333333335,1.5,1,5,1,11
3,3,1,1,1,1,2,1,4,3,4,3,1,1,2,2,1,2,1,1,1,2,1,1,5,1,2,3,2,4,4,4,2,2,2,2,2,1,1,2,2,2,8,2005,2,11,2,6,1,1,2,3,1,40,36,2,4,1,1,1,2,2,4,2,2,23,3,5,1,4,0,6,2.3333333333333335,1.25,2,0,1,14
2,2,1,1,1,3,1,2,4,4,15,1,1,1,1,5,1,1,1,1,1,1,2,1,30,1,1,1,2,1,1,1,2,2,1,2,1,1,1,7,2,2,4,2001,1,15,2,3,2,1,1,1,1,50,53,1,12,1,1,2,1,0,5,1,3,21,1,6,1,4,1,7,3.3333333333333335,1.25,1.3333333333333333,2,1,18
1,1,1,1,1,1,1,1,4,3,10,1,2,1,4,1,1,2,1,2,2,1,2,2,4,2,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,2,3,2005,1,11,2,4,2,1,1,1,1,40,48,1,10,1,1,2,1,1,5,1,4,11,1,6,1,4,1,3,2.6666666666666665,1.75,1.3333333333333333,2,1,14
3,3,2,1,2,2,2,1,4,2,1,3,2,1,4,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2007,2,9,2,3,2,1,1,3,7,NA,59,2,2,1,2,1,3,0,2,1,2,33,1,3,1,4,0,5,2.3333333333333335,1.75,1.6666666666666667,0,0,12
2,2,2,1,1,1,1,1,4,3,5,1,1,1,3,3,1,1,1,2,1,1,2,2,5,1,1,2,2,2,2,2,1,1,1,1,2,1,1,3,1,2,11,2006,2,9,2,2,1,1,2,5,1,40,34,2,5,1,1,2,2,0,3,2,3,11,2,2,3,4,1,5,3,1.5,1.6666666666666667,5,1,13
1,2,2,1,2,2,2,1,4,2,1,1,1,2,1,5,1,1,2,2,1,1,2,1,16,1,1,2,2,2,3,2,2,2,2,2,2,1,1,2,2,1,12,2000,1,15,2,7,1,1,2,1,1,40,42,1,8,1,1,2,1,2,5,1,2,41,4,6,1,3,1,5,2.6666666666666665,1.75,1.6666666666666667,1,0,19
1,3,2,1,2,2,2,1,4,3,5,1,1,1,4,3,1,2,1,1,1,1,2,2,8,1,1,3,2,2,2,1,1,1,2,1,1,1,1,5,1,2,11,2006,1,9,2,5,1,1,2,3,5,NA,35,2,3,2,1,2,2,2,3,1,1,42,1,3,3,4,1,5,3.3333333333333335,1.5,2,5,0,13
1,1,2,1,1,1,1,1,4,3,4,1,1,1,3,3,1,1,1,2,1,2,2,1,10,1,1,1,3,1,1,2,2,2,1,2,1,1,2,7,2,1,7,2008,1,8,2,4,1,2,2,1,3,NA,43,1,10,1,1,2,1,1,5,4,2,21,1,5,1,4,1,5,3,1.5,1.6666666666666667,3,1,11
2,2,1,1,2,2,2,2,2,4,3,1,1,1,4,4,1,2,1,1,2,1,2,2,5,2,2,1,1,1,1,1,1,2,1,1,1,1,1,7,1,2,10,2008,2,8,2,4,6,5,1,2,6,NA,83,2,5,1,5,2,4,0,3,3,2,12,1,5,4,4,1,4,4,1.5,1.3333333333333333,5,0,11
1,1,1,1,2,2,2,1,2,3,2,1,1,1,4,5,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,12,2001,2,14,2,4,2,1,1,1,1,40,60,1,8,1,1,2,1,1,3,2,2,21,1,6,1,4,1,7,4,1,1.3333333333333333,2,0,18
1,1,1,1,1,1,1,1,4,4,15,1,2,1,2,5,1,1,1,2,1,1,1,1,20,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2003,2,13,2,4,2,1,1,1,1,44,55,1,9,1,1,2,1,1,4,1,4,31,2,6,1,4,1,7,3.6666666666666665,1.25,1,6,1,16
1,1,2,1,2,2,2,1,4,4,10,3,3,1,4,3,1,1,1,1,1,1,1,1,10,2,1,2,2,2,2,3,2,2,1,1,1,1,1,3,2,2,9,2001,2,14,2,5,2,1,1,1,1,45,47,1,12,1,1,2,1,1,4,1,1,21,1,5,1,4,1,8,3.6666666666666665,1,2,3,0,18
1,1,2,1,1,3,2,2,4,4,3,1,2,1,4,1,1,1,1,1,1,2,1,1,6,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,3,2002,2,15,4,3,1,1,2,1,5,NA,59,1,5,1,1,2,1,0,3,3,1,41,1,6,1,4,1,7,3,1,1,4,1,17
2,1,2,1,1,2,1,1,4,4,7,2,3,2,3,2,2,2,1,1,1,1,2,2,1,2,1,2,2,1,3,2,2,1,2,2,2,1,1,4,2,2,11,2003,2,12,3,4,7,1,2,5,5,NA,34,1,5,2,3,1,1,1,2,3,3,21,2,5,3,4,1,4,3,1.5,2,1,1,16
5,3,2,1,1,1,2,1,3,4,2,1,1,2,4,3,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,0,2,2,3,2013,2,2,2,8,1,1,2,5,5,NA,34,2,1,2,5,2,2,6,2,2,2,11,1,4,2,4,NA,2,3.6666666666666665,1.75,1.3333333333333333,3,1,6
2,3,2,2,2,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,10,1999,2,5,2,5,1,1,2,1,5,NA,46,1,3,1,5,1,1,2,2,3,4,13,2,1,1,4,1,0,NA,NA,NA,2,0,20
1,1,2,1,1,1,1,1,4,3,8,1,2,2,2,2,1,2,1,2,2,2,2,2,10,1,1,2,1,1,2,2,1,2,2,1,1,1,1,4,2,2,1,2003,2,13,2,4,1,1,2,1,1,35,42,1,9,1,1,2,1,1,4,1,3,42,1,5,1,3,1,2,2.3333333333333335,1.75,1.3333333333333333,3,1,16
1,2,2,1,1,1,1,1,4,3,3,1,1,1,3,2,1,1,1,1,1,1,1,2,30,1,1,1,1,2,2,1,1,1,1,1,1,2,2,4,1,1,3,2011,2,5,2,5,9,1,2,1,1,50,42,1,9,1,2,2,1,2,5,4,2,22,1,4,1,4,1,7,2.6666666666666665,1,1,7,1,8
5,2,1,1,1,1,1,1,2,4,6,2,2,1,4,4,1,1,1,1,1,1,2,1,50,1,1,1,1,1,1,1,1,1,2,1,2,1,1,7,2,1,10,2008,2,7,2,4,1,1,2,1,2,50,44,1,9,1,1,2,1,1,4,1,2,21,1,4,1,4,NA,7,4,1.25,1,4,1,11
1,1,1,1,2,3,1,1,2,3,4,1,1,1,4,5,1,2,1,2,1,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,9,2004,2,12,2,8,2,1,1,1,2,40,43,1,3,2,1,2,1,4,5,2,3,21,1,6,1,4,1,4,4,1.75,1.6666666666666667,1,0,15
1,2,1,1,1,3,2,1,4,2,2,1,1,1,4,2,1,1,1,1,1,1,2,2,31,1,1,1,1,1,2,1,1,1,2,1,1,2,2,5,1,1,4,2011,1,5,2,6,1,1,2,1,3,NA,26,1,3,2,1,2,1,1,2,3,4,21,1,6,1,4,1,6,2.6666666666666665,1.25,1,6,1,8
1,1,2,1,1,1,1,1,4,4,6,1,2,1,4,3,1,1,1,2,1,1,2,1,12,1,1,1,1,2,1,1,1,2,2,1,1,1,1,7,1,1,9,2004,1,11,2,4,2,1,1,1,2,36,50,1,9,1,1,1,1,1,5,1,3,21,1,5,1,4,1,6,3.6666666666666665,1.5,1,5,1,15
5,2,1,1,1,1,2,1,4,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,2,2,6,2013,1,2,2,3,1,1,2,5,1,43,29,2,4,1,1,2,2,1,4,2,2,31,1,5,1,4,NA,7,1.3333333333333333,1.25,1,4,1,6
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,7,2,2,3,2010,1,6,2,3,1,1,2,1,5,NA,29,1,10,1,2,2,1,0,2,1,1,41,1,2,1,NA,NA,0,NA,NA,NA,5,0,9
1,1,1,1,1,3,1,1,4,4,10,2,2,1,2,1,1,2,1,2,2,2,2,2,5,2,1,1,1,1,1,1,1,2,2,1,2,2,1,4,2,1,12,2000,2,15,2,4,2,1,1,1,1,40,58,1,8,2,1,2,1,1,3,1,4,11,2,6,1,4,1,2,2.3333333333333335,1.75,1.3333333333333333,3,1,19
1,1,3,1,2,2,1,1,4,4,10,2,2,1,1,5,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,6,2,1,6,2001,2,14,2,3,1,1,2,1,1,40,51,1,8,1,1,2,1,0,4,1,2,41,1,5,1,4,1,5,3.3333333333333335,1.5,1.6666666666666667,4,0,18
5,2,2,1,2,2,1,1,4,4,1,1,1,1,4,4,1,2,1,1,1,1,2,2,4,1,1,2,1,2,2,2,1,1,1,1,2,1,2,7,1,1,4,2012,1,4,2,4,1,1,2,1,1,40,42,1,8,2,1,2,1,1,5,1,1,22,2,6,1,4,NA,5,4,1.5,1.3333333333333333,6,0,7
3,4,3,1,1,2,1,1,4,4,10,2,2,1,4,4,1,1,1,1,1,1,2,1,10,1,1,3,3,3,3,3,1,1,1,1,1,1,2,7,2,2,10,2006,1,8,2,4,1,1,2,1,5,NA,44,1,6,2,2,1,1,1,2,1,1,22,1,2,1,4,0,7,4,1.25,2.3333333333333335,5,1,13
2,3,1,1,1,2,1,1,4,3,4,1,2,1,4,2,1,2,1,2,2,2,2,2,8,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,2,2,7,2008,1,8,2,5,1,1,2,1,1,40,39,1,2,1,1,2,1,2,1,3,2,32,1,6,1,4,1,2,3,1.75,1,4,1,11
5,2,2,1,1,1,1,1,4,3,1,1,2,3,3,2,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,5,2011,1,5,2,2,1,1,2,5,1,55,42,2,7,2,2,2,2,0,5,1,3,11,1,6,1,4,NA,7,2.6666666666666665,1,1,7,1,8
2,3,1,1,1,3,2,1,4,4,2,1,1,1,4,4,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,7,2,2,7,2007,1,8,2,4,2,1,1,1,1,45,45,1,8,1,2,2,1,1,1,4,1,21,2,6,1,4,1,6,4,1.5,1.6666666666666667,4,1,12
1,1,1,1,2,2,2,1,4,5,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,1,5,2,1,1,1,1,1,1,2,2,2,2,2,2,2,0,2,2,10,2001,1,14,2,5,1,1,2,1,5,NA,42,1,2,2,5,2,1,2,2,1,2,42,1,6,3,4,1,5,1,1.5,1.3333333333333333,0,0,18
1,1,1,1,1,1,2,1,3,6,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,2,2,2,2,1,1,1,4,2,1,1,2,2,2,1,1,2,2,2,2,2003,2,13,2,3,1,1,2,4,1,38,47,2,3,2,1,2,2,1,3,1,4,21,1,6,1,4,1,2,1.3333333333333333,1.75,1.3333333333333333,2,1,16
5,3,2,1,1,3,2,1,3,3,3,1,1,1,4,3,1,2,1,1,1,1,2,1,4,2,1,1,2,2,3,3,2,1,1,1,2,1,1,7,2,1,8,2006,2,10,2,4,5,5,2,3,1,40,50,2,7,1,1,2,4,0,3,1,4,21,1,6,1,4,NA,6,3.3333333333333335,1.5,1.6666666666666667,4,1,13
1,1,3,1,1,2,2,1,4,4,8,2,2,1,3,1,1,1,1,1,1,1,1,1,10,1,1,1,2,2,1,1,2,1,2,1,2,2,2,0,2,2,3,2005,2,11,2,5,2,1,1,1,1,50,44,1,12,1,1,2,1,2,5,1,1,21,2,5,1,4,1,8,2.6666666666666665,1,1.3333333333333333,2,1,14
1,2,1,1,1,1,2,1,4,3,9,1,1,1,4,2,1,2,1,2,2,2,2,2,4,2,1,1,1,2,2,1,1,2,2,2,1,1,1,5,2,1,4,2009,2,7,2,4,1,1,2,1,5,NA,27,1,5,1,1,2,1,1,3,3,4,41,2,5,1,4,1,2,3,1.75,1.3333333333333333,3,1,10
2,3,3,1,1,2,1,1,2,1,1,3,1,1,4,1,1,1,1,2,1,2,2,1,12,1,1,2,2,2,2,3,1,2,2,2,1,1,2,4,2,2,4,2005,1,11,2,4,1,1,2,1,2,38,49,1,9,1,1,1,1,1,4,1,2,31,2,5,1,4,1,5,2,1.5,1.6666666666666667,2,1,14
1,2,2,1,1,3,1,2,4,3,6,1,1,1,3,2,1,1,2,1,1,1,2,2,5,1,1,1,1,1,2,1,1,1,1,1,2,2,1,7,1,1,5,2007,2,9,2,6,1,1,2,1,5,NA,38,1,10,1,1,1,1,3,5,4,2,41,2,5,1,4,1,5,2.6666666666666665,1.5,1,6,1,12
1,2,2,1,1,3,1,1,4,3,4,1,1,1,4,2,1,2,1,1,2,1,2,2,5,1,1,2,1,2,2,3,2,1,1,2,1,2,1,3,1,2,6,2013,2,2,2,3,5,5,2,4,1,25,49,1,4,2,2,2,2,0,3,2,2,12,2,5,1,4,1,4,3,1.5,1.3333333333333333,4,1,6
2,3,2,1,1,1,2,1,4,3,3,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,2003,1,13,2,5,1,1,2,1,1,40,48,1,8,1,3,2,1,2,3,1,2,41,2,4,1,4,1,2,2,1.75,1.6666666666666667,0,1,16
5,3,2,4,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,3,1,1,1,1,1,2,2,7,2,2,7,2012,1,4,2,3,1,1,2,5,5,NA,31,1,4,2,1,1,1,0,2,3,1,21,3,6,1,4,NA,5,1.3333333333333333,1.5,1.3333333333333333,5,0,7
5,2,1,1,1,3,2,1,4,4,1,1,1,1,3,1,1,2,1,1,1,2,2,1,5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,2,2,5,2007,1,9,2,5,1,1,1,1,1,32,42,1,1,1,1,2,1,0,1,3,1,11,1,2,1,4,NA,5,2.6666666666666665,1.5,1,4,1,12
2,2,3,4,1,1,1,1,4,3,5,1,1,2,3,5,1,2,1,2,1,2,2,1,4,2,1,2,1,2,2,1,1,2,2,1,1,2,2,5,1,1,8,2004,1,12,2,3,1,1,2,3,3,NA,53,2,1,2,2,2,2,1,5,1,4,11,2,6,1,4,1,4,3.6666666666666665,1.75,1.6666666666666667,5,1,15
5,2,2,1,1,2,2,1,4,6,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,2,2,8,2,1,2,2,2,2,2,1,1,1,1,1,1,1,5,1,1,4,2011,2,5,2,3,5,5,2,3,6,NA,70,1,5,1,1,2,3,0,5,1,4,12,3,6,1,4,NA,4,1.3333333333333333,1.75,2,7,1,8
2,2,2,1,1,2,1,1,4,3,4,1,2,1,4,1,1,2,1,2,2,1,2,2,5,1,1,1,2,1,1,2,1,2,2,2,2,1,1,4,2,2,2,2001,2,15,2,3,1,1,2,1,1,35,49,1,10,1,1,2,1,0,5,1,3,23,1,5,1,4,1,3,2.6666666666666665,1.75,1.3333333333333333,1,1,18
1,1,1,1,1,2,2,1,4,4,10,1,1,1,4,4,1,2,1,1,2,2,2,2,3,1,1,2,2,2,2,2,1,1,1,1,1,1,1,7,2,2,11,2004,1,11,2,4,2,1,1,1,2,50,44,1,7,1,1,2,1,1,3,1,2,32,1,5,1,4,1,3,4,1.5,1.6666666666666667,5,1,15
2,3,1,1,2,2,2,1,3,3,8,1,2,1,4,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,7,2,2,8,2006,2,9,2,3,5,1,2,5,1,30,32,2,2,1,2,2,2,0,2,1,2,21,1,4,1,4,1,2,3,1.75,1,2,0,13
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,2,2,2,2,11,2005,1,11,2,3,1,1,2,3,5,NA,36,1,1,3,1,1,1,0,3,5,2,32,3,2,2,NA,NA,0,NA,NA,NA,3,0,14
2,3,2,2,1,2,2,1,4,3,3,2,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,1,1,2,1,2,1,2,2,0,2,2,6,2011,2,5,2,4,1,1,2,1,1,40,41,1,7,1,2,2,1,1,2,3,4,11,1,5,1,4,1,0,3.3333333333333335,NA,1.6666666666666667,3,1,8
1,1,1,1,1,1,1,1,4,4,15,2,2,1,4,1,1,1,1,1,1,1,2,1,5,2,1,2,1,2,2,2,1,1,2,1,2,1,1,6,1,1,6,2002,2,14,2,3,1,2,2,3,1,20,45,2,6,1,1,2,2,1,4,1,2,21,1,6,1,4,1,7,3,1.25,1.6666666666666667,5,1,17
1,1,2,1,1,2,2,1,4,3,3,1,1,1,4,1,1,1,1,1,1,1,2,2,6,1,1,1,1,1,2,2,1,2,2,2,1,1,1,4,2,2,9,2007,1,8,2,5,5,1,1,3,1,40,34,2,5,2,1,2,3,1,2,1,2,21,1,6,1,4,1,6,2.6666666666666665,1.25,1,2,1,12
2,2,2,1,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,0,2,1,5,2007,1,9,2,2,5,5,2,1,6,NA,65,2,3,2,2,2,4,0,3,1,2,32,1,2,1,4,1,2,1.3333333333333333,1.75,2,3,0,12
2,2,1,1,2,2,2,1,4,4,12,1,1,1,4,2,1,2,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,10,2000,2,15,2,4,1,1,2,1,1,40,38,1,8,1,2,1,1,0,3,2,2,21,3,5,1,4,1,6,3.3333333333333335,1.5,1,6,0,19
1,1,2,1,1,2,2,1,4,1,2,3,1,1,4,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,3,2009,2,7,2,4,2,1,1,1,1,45,49,1,6,1,1,2,1,1,4,4,2,11,1,6,1,4,1,5,2,1.5,1,6,1,10
2,2,2,1,2,3,2,1,4,3,5,1,2,2,3,5,2,2,2,2,1,2,2,1,2,2,1,2,1,3,3,2,1,1,2,2,2,2,2,0,2,2,6,2004,2,11,3,5,1,1,2,1,5,NA,36,1,1,2,3,1,1,2,3,3,4,11,3,4,1,4,1,2,3.6666666666666665,2,1.6666666666666667,2,0,15
1,1,1,1,1,1,2,1,4,3,3,3,3,1,4,2,1,1,1,2,1,1,1,1,4,2,1,1,1,2,2,1,1,1,2,1,1,2,1,7,1,2,11,2012,1,2,2,4,1,1,1,1,2,20,70,2,4,1,2,2,3,1,5,3,4,21,1,6,1,4,1,7,3,1.25,1.3333333333333333,5,1,7
4,5,2,2,2,3,1,1,4,1,1,3,2,1,3,1,1,2,1,2,1,2,2,1,4,1,1,2,2,1,1,1,2,1,2,2,2,1,1,3,2,1,9,2006,2,10,2,3,1,2,2,5,1,40,49,2,9,1,1,1,2,0,4,5,4,11,2,3,1,4,0,4,1.6666666666666667,1.75,1.6666666666666667,2,0,13
1,1,1,1,1,3,2,1,4,4,10,1,1,2,1,5,1,2,1,1,1,1,2,2,30,2,1,1,1,1,1,1,2,2,2,2,2,2,1,4,2,2,11,2000,2,15,2,4,2,1,1,1,2,50,54,1,8,1,1,2,1,1,4,1,3,21,1,6,1,4,1,5,3.3333333333333335,1.5,1.3333333333333333,0,1,19
1,1,2,1,2,2,2,1,4,4,5,1,2,1,4,4,1,1,1,1,1,1,2,2,3,1,1,2,1,2,2,2,1,1,1,1,1,1,1,7,2,1,12,2009,1,6,2,4,2,1,1,1,6,NA,66,1,8,1,2,2,1,1,5,5,4,12,1,6,1,4,1,6,4,1.25,1.3333333333333333,6,0,10
1,1,1,1,1,3,1,2,4,4,9,1,2,2,1,1,1,1,1,2,1,1,2,1,5,1,1,1,2,1,1,2,1,2,2,1,1,1,2,3,2,2,3,2003,2,12,2,5,2,1,1,1,2,70,46,1,8,1,1,1,1,2,4,1,3,41,1,5,1,4,1,6,2,1.5,1.3333333333333333,3,1,16
2,2,3,1,2,1,1,1,4,3,3,3,1,1,4,1,1,2,1,2,1,1,2,1,10,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,2,2,8,2002,1,13,2,5,1,1,2,1,1,15,53,1,10,1,1,2,1,2,5,1,4,41,1,5,1,3,1,5,2.6666666666666665,1.75,1.3333333333333333,5,0,17
2,2,2,1,1,2,1,1,4,4,10,1,2,1,3,4,1,1,1,1,1,1,2,1,12,1,1,2,2,2,2,1,2,1,1,1,1,1,2,4,1,2,6,2004,2,12,2,4,2,1,1,1,1,40,46,1,9,1,1,2,1,1,5,1,3,21,1,5,1,4,1,7,3.6666666666666665,1.25,1.6666666666666667,5,1,15
5,2,2,1,1,2,1,1,3,2,2,1,1,1,4,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,2,2,2,2,2,1,1,2,2,4,2,2,12,2010,2,5,2,3,2,1,1,3,2,50,42,1,9,1,2,2,1,0,3,1,4,23,1,2,1,4,NA,6,2.3333333333333335,1.25,1,2,1,9
2,3,2,1,2,2,2,1,4,3,4,1,2,1,4,3,2,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,2,7,1,2,3,2010,1,6,2,4,1,1,2,1,1,40,39,1,11,1,1,1,1,1,5,1,1,21,2,5,1,4,1,5,3.3333333333333335,1.5,1,5,0,9
3,3,2,1,1,1,2,1,4,2,1,1,2,2,3,5,2,2,2,2,2,2,2,2,0,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,10,2002,1,13,2,3,1,1,2,3,1,50,59,2,3,2,5,2,2,0,3,3,4,23,1,4,1,4,0,0,3.3333333333333335,2,1.6666666666666667,0,1,17
2,1,1,1,1,1,2,1,4,3,6,1,1,1,3,3,1,1,1,1,1,1,2,1,8,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,2,2,6,2007,2,9,5,6,2,1,1,1,1,45,53,1,8,1,1,2,1,3,5,4,4,13,1,5,1,4,1,7,3,1.25,1,3,1,12
4,3,2,1,2,3,2,1,2,3,2,1,2,1,3,2,1,2,1,2,1,1,2,1,8,1,1,2,1,2,3,2,1,2,2,1,1,1,1,3,2,2,2,2007,2,10,2,3,1,1,2,5,1,38,42,2,4,2,3,1,2,1,3,2,1,21,3,4,1,4,0,5,2.6666666666666665,1.75,1.3333333333333333,3,0,12
5,2,1,1,1,1,2,1,4,3,6,1,1,1,3,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,6,2008,2,8,2,4,2,1,1,1,1,40,49,1,9,1,2,2,1,1,5,1,4,11,1,5,1,4,NA,3,2.6666666666666665,1.75,1,7,1,11
3,3,2,1,2,3,2,1,2,5,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,1,5,1,1,1,2,1,1,2,2,2,2,2,2,1,1,0,2,2,4,2005,1,11,2,4,6,5,1,3,6,NA,72,1,8,1,3,2,3,0,3,1,2,23,1,3,1,4,0,6,1,1.5,1.3333333333333333,0,0,14
2,3,2,1,1,1,2,1,4,3,4,1,1,1,4,2,1,1,1,2,1,1,2,2,5,1,1,2,1,2,3,3,1,2,1,1,1,1,2,7,1,2,8,2007,1,9,2,2,1,1,2,5,1,40,35,2,3,1,2,2,2,0,3,1,1,21,2,5,1,4,1,5,3,1.5,1.3333333333333333,5,1,12
2,2,2,2,1,3,1,1,4,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,10,2,1,2,2,2,2,1,2,1,1,2,1,1,1,7,2,1,7,2005,2,11,6,10,1,1,2,1,5,NA,55,1,11,2,1,2,1,5,5,4,3,21,1,6,1,4,1,5,1.6666666666666667,1.5,2,4,1,14
3,3,2,2,1,3,2,1,4,3,5,1,1,1,3,2,1,2,1,1,1,1,2,2,6,1,1,2,2,2,2,2,1,2,1,1,1,2,2,3,1,2,2,2008,1,10,2,5,1,1,2,1,1,40,41,1,8,1,1,2,1,2,4,1,2,21,3,3,1,4,0,5,2.6666666666666665,1.5,1.6666666666666667,5,1,11
5,2,1,1,1,2,2,1,4,3,3,1,1,1,3,3,1,2,1,2,1,1,2,2,3,1,1,1,1,2,2,1,2,1,1,2,1,2,2,5,2,2,5,2009,2,7,2,6,2,1,1,3,1,40,39,2,12,1,1,2,3,3,4,1,3,21,1,5,1,4,NA,4,3,1.75,1,3,1,10
1,1,2,1,1,1,1,1,4,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,3,2,1,1,1,1,1,2,2,2,1,2,2,1,2,5,1,2,11,2000,2,15,2,5,2,1,1,1,2,45,44,1,9,1,2,2,1,2,3,1,2,13,1,6,1,4,1,3,1.3333333333333333,1.75,1.3333333333333333,2,1,19
1,1,1,1,2,1,2,1,3,3,8,1,1,1,3,2,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,2001,2,15,2,4,2,1,1,1,1,55,51,1,6,1,1,1,1,0,5,4,4,21,1,1,4,4,1,7,2.6666666666666665,1.25,1,7,0,18
2,2,3,1,2,1,2,1,4,4,8,2,2,1,3,1,1,2,1,1,2,1,2,1,10,1,1,2,2,2,3,3,2,2,2,2,2,1,2,2,2,1,7,2003,1,13,2,4,1,1,2,3,1,45,46,2,9,1,2,1,2,1,5,1,4,41,1,5,1,4,1,5,2.6666666666666665,1.5,1.6666666666666667,1,0,16
