SEGRADES,SEGRADEQ,SEENJOY,SEABSNT,SCCHOICE,SPUBCHOIX,SCONSIDR,EDCPUB,SCHLHRSWK,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,CDOBMM,CDOBYY,CSEX,ALLGRADEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,CHLDNT,DSBLTY,HHPARN19X,NUMSIBSX,PARGRADEX,RACEETH,CENREG,ZIPLOCL,HDHEALTH,SEFUTUREX,INTACC,EINTNET,success_binary,engagement_count,homework_intensity,school_involvement,communication_index,enrichment_count,has_choice,child_age
1,2,2,1,2,2,2,1,2,1,5,2,2,1,3,2,1,2,1,1,1,2,1,1,10,2,1,2,2,2,2,2,2,2,1,1,1,2,1,3,2,2,7,2001,1,15,2,3,2,1,1,1,2,40,48,1,6,1,2,2,1,0,3,1,2,42,1,3,1,4,1,6,2,1.25,2,3,0,18
2,3,2,1,2,3,2,1,4,3,4,1,1,2,4,2,1,1,1,2,1,1,1,2,3,1,1,1,2,1,1,1,1,2,1,1,1,1,2,4,2,2,8,2008,2,8,2,5,1,1,2,1,2,35,51,1,9,1,1,2,1,2,4,1,3,13,1,5,1,4,1,6,3,1.25,1.3333333333333333,4,0,11
2,3,2,1,1,2,1,1,4,2,3,1,1,2,4,3,1,2,1,1,1,1,2,1,5,2,1,2,1,2,2,1,1,1,2,1,1,1,1,5,2,1,4,2007,2,9,2,4,1,1,2,1,1,40,44,1,7,1,1,2,1,0,3,4,4,13,1,6,1,4,1,6,3,1.5,1.6666666666666667,5,1,12
1,1,1,1,1,1,1,1,4,4,15,1,2,2,3,1,1,2,1,1,1,2,2,1,4,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2001,2,15,3,6,9,1,1,5,7,NA,61,1,3,2,1,2,1,3,1,3,4,11,2,6,1,4,1,5,2.6666666666666665,1.5,1,2,1,18
1,1,1,1,1,3,2,2,4,4,13,1,1,1,3,1,1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,12,2001,1,14,2,7,2,1,1,1,1,40,55,1,8,3,3,2,1,3,5,1,4,31,3,6,1,4,1,5,2.6666666666666665,1.5,1,5,1,18
1,1,1,1,1,1,2,1,4,2,2,1,1,1,3,5,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,2,2,2,2,1,1,2,2,6,2,2,5,2002,1,14,2,3,2,1,1,1,2,40,45,2,9,1,1,2,3,0,3,1,3,12,1,3,1,4,1,7,3.3333333333333335,1,1,2,1,17
1,1,1,1,1,1,2,1,4,3,8,1,1,1,4,1,1,2,1,1,1,1,2,2,4,2,1,1,2,1,2,2,1,2,1,1,1,1,1,7,2,2,9,2005,2,11,2,4,1,1,2,1,1,40,39,1,10,1,1,2,1,1,3,3,2,21,1,6,1,4,1,5,2.6666666666666665,1.5,1.6666666666666667,4,1,14
2,2,2,1,1,1,2,1,4,4,6,1,1,1,3,1,1,2,1,1,1,2,2,1,5,1,1,2,1,1,2,2,2,2,2,1,1,1,2,4,2,2,7,2004,1,12,2,4,1,1,2,5,1,30,53,1,6,1,1,2,1,1,3,1,1,21,1,4,1,4,1,5,2.6666666666666665,1.5,1.3333333333333333,2,1,15
1,2,1,1,1,3,2,1,4,2,3,1,1,1,3,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,7,2,1,10,2006,2,9,2,5,1,1,2,1,1,24,43,1,8,1,1,2,1,2,3,1,2,41,1,5,1,4,1,2,2.3333333333333335,1.75,1.6666666666666667,4,1,13
5,3,3,1,1,1,2,1,4,6,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,7,2,2,1,2010,1,6,2,4,1,1,2,1,1,40,43,1,9,1,5,2,1,1,5,1,3,21,1,5,1,4,NA,3,1.3333333333333333,1.75,1.6666666666666667,2,1,9
5,3,1,1,1,3,1,1,4,4,7,1,1,1,4,4,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,7,2,2,4,2012,2,4,2,9,1,1,2,1,3,NA,42,1,6,1,2,2,1,3,3,3,4,11,1,6,1,4,NA,3,4,1.75,2,4,1,7
1,1,2,1,1,2,1,2,4,4,20,1,1,1,2,1,1,2,1,2,1,1,2,1,4,1,1,1,1,1,1,1,2,2,2,2,1,2,1,7,2,2,9,2000,1,15,2,3,2,1,1,1,1,45,49,1,11,1,2,2,1,0,5,1,3,41,1,5,1,4,1,5,2.3333333333333335,1.75,1,1,1,19
1,2,2,1,1,2,1,1,4,3,8,3,1,1,4,3,2,2,1,1,1,2,2,2,5,2,1,2,2,2,3,2,1,1,2,1,1,2,2,7,2,2,2,2013,1,2,2,4,2,3,1,1,1,40,28,1,1,1,2,2,1,1,4,3,1,22,1,6,1,4,1,3,3.3333333333333335,1.5,2,4,1,6
2,3,2,1,1,3,1,1,4,4,15,1,2,1,3,2,1,2,1,1,1,2,2,1,9,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,2,1,4,2003,1,13,2,4,2,1,1,1,1,40,35,1,9,1,2,1,1,1,4,1,3,42,2,5,1,4,1,5,3,1.5,1,5,1,16
1,1,3,1,1,1,2,1,4,4,16,2,2,1,4,2,1,2,1,2,2,1,2,1,4,2,1,2,3,1,3,3,1,2,2,1,1,1,2,7,2,2,7,2004,2,12,2,3,1,1,2,3,5,NA,47,2,8,2,1,1,2,1,5,1,2,41,1,6,1,3,1,4,3.3333333333333335,1.75,2.3333333333333335,3,1,15
5,2,2,1,2,2,2,1,4,3,3,1,1,1,4,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,7,1,2,7,2008,2,8,2,2,2,1,1,3,1,36,40,2,4,2,2,2,3,0,2,1,1,41,1,4,1,4,NA,3,3,1.75,1,3,0,11
1,1,1,1,1,2,1,1,4,3,4,1,2,1,4,3,1,1,1,1,1,1,1,1,8,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2010,2,6,2,4,1,1,2,1,1,40,45,1,12,1,3,2,1,1,5,1,1,22,1,6,1,4,1,8,3.3333333333333335,1,1,7,1,9
1,1,1,1,2,2,2,1,4,4,5,1,2,1,4,2,2,2,1,2,1,1,2,2,3,2,1,1,1,1,1,1,1,1,2,2,1,1,2,3,2,2,9,2008,2,8,2,4,1,1,2,5,1,38,45,1,4,1,3,2,1,1,5,1,1,21,1,5,2,4,1,3,3.3333333333333335,1.75,1.3333333333333333,3,0,11
2,3,2,1,1,1,2,1,4,2,2,1,1,1,4,2,1,2,1,2,1,1,2,1,3,1,1,1,1,1,1,1,2,1,2,2,1,2,2,5,2,2,6,2007,2,8,2,4,2,3,1,1,1,48,32,1,7,1,4,1,1,1,4,1,2,41,1,4,1,4,1,5,2.6666666666666665,1.75,1,2,1,12
1,2,2,2,1,1,1,1,4,2,4,1,1,1,2,1,1,1,2,2,2,1,1,1,14,2,1,2,2,2,1,2,2,2,1,2,2,1,1,4,2,2,2,2002,2,14,2,4,1,1,2,1,2,10,50,1,8,1,1,2,1,1,4,3,2,31,2,5,1,4,1,5,1.6666666666666667,1.5,2,1,1,17
2,3,2,1,1,2,2,1,4,2,6,1,1,1,4,2,1,1,2,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,2,5,2008,1,8,2,3,2,1,1,1,1,50,48,1,9,1,1,1,1,0,4,1,1,21,1,5,1,4,1,4,2.6666666666666665,1.5,1,5,1,11
1,1,1,1,2,2,2,1,4,3,4,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,5,2,2,5,2003,1,12,2,4,2,1,1,1,1,41,49,1,9,1,2,2,1,1,5,1,3,33,1,5,1,4,1,7,2.3333333333333335,1.25,1,2,0,16
2,3,2,1,2,2,2,2,4,2,1,1,1,1,4,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,7,2,2,5,2004,2,12,2,3,1,1,2,4,1,30,47,2,3,1,2,2,2,1,2,5,4,43,2,2,3,4,1,1,2.6666666666666665,2,2,3,0,15
5,3,2,1,1,2,2,1,4,2,1,1,1,1,3,2,1,2,1,1,1,1,2,2,4,2,1,2,1,2,3,2,2,1,2,2,1,2,2,3,2,2,11,2007,1,8,2,3,1,1,2,4,1,43,44,2,7,2,2,2,2,1,3,1,1,21,2,6,1,4,NA,5,2.3333333333333335,1.5,1.6666666666666667,2,1,12
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,7,1,1,10,2002,2,13,2,8,1,2,2,1,1,40,47,1,7,1,5,1,1,4,5,5,3,21,3,3,1,NA,NA,0,NA,NA,NA,5,0,17
1,1,1,1,1,1,1,1,4,4,4,1,1,1,3,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,6,1,1,1,2002,2,14,2,4,1,1,2,1,1,40,46,1,9,1,1,2,1,1,5,1,4,11,1,6,1,4,1,6,2.6666666666666665,1.25,1,6,1,17
1,1,1,1,1,3,1,1,4,3,4,1,2,1,4,3,1,1,1,1,1,1,2,2,10,2,2,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,1,2012,1,4,2,4,1,1,2,1,5,NA,27,1,6,1,1,2,1,1,2,5,2,41,1,2,1,4,1,6,3.3333333333333335,1.25,1.3333333333333333,5,1,7
1,1,1,1,2,2,1,1,4,4,30,1,1,1,3,4,1,1,1,1,2,2,2,2,10,2,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,8,2002,2,14,2,5,2,1,1,3,3,NA,43,1,3,1,1,2,1,2,2,4,4,12,1,6,1,4,1,4,3.6666666666666665,1.25,1.3333333333333333,7,0,17
2,2,2,1,1,1,1,1,4,3,12,1,1,1,3,1,1,1,1,1,1,1,2,2,5,1,2,2,2,2,2,2,2,1,1,1,1,1,2,7,1,2,6,2006,2,10,2,4,2,1,1,1,1,50,52,1,10,1,1,2,1,1,4,1,2,41,2,5,1,4,1,6,2.3333333333333335,1.25,1.6666666666666667,5,1,13
1,3,2,1,1,2,2,1,4,1,0,1,1,1,4,1,2,2,1,1,2,1,2,2,1,1,1,3,2,2,2,2,2,2,2,2,1,1,2,4,2,1,1,2007,2,9,2,2,2,1,1,5,1,40,45,2,6,1,2,2,3,0,2,1,1,32,2,6,1,4,1,3,2,1.5,2,2,1,12
2,1,1,1,1,1,2,1,3,4,5,2,2,1,4,4,1,2,1,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,12,2008,2,7,2,4,2,2,1,1,1,40,32,1,9,1,1,2,1,1,4,3,2,21,1,6,1,4,1,5,4,1.5,1,7,1,11
2,3,2,1,1,1,2,1,4,3,10,2,2,1,4,2,1,2,1,2,2,2,2,2,5,2,1,2,2,2,2,2,1,2,2,2,1,1,1,5,2,2,4,2007,1,9,2,8,1,1,2,3,1,40,38,2,4,2,2,2,2,1,2,1,3,41,2,4,1,4,1,2,3,1.75,2,2,1,12
2,3,2,1,1,2,2,2,4,3,4,1,1,1,4,3,1,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,2,2,10,2008,1,7,2,3,7,3,1,3,1,48,61,1,12,2,1,1,1,0,4,3,1,21,2,6,1,4,1,4,3.3333333333333335,1.75,1,0,1,11
2,2,2,3,1,1,2,1,4,1,2,1,1,1,1,5,2,2,2,2,2,2,2,2,0,2,1,3,3,3,2,2,1,2,2,1,2,2,2,3,2,2,1,2002,1,14,2,3,1,1,2,1,7,NA,42,1,2,1,2,2,1,0,4,1,3,41,3,4,1,4,1,0,2.3333333333333335,2,2.6666666666666665,2,1,17
2,3,2,1,2,1,2,1,4,1,1,3,1,1,3,1,1,1,1,2,1,1,2,2,35,1,1,3,2,3,2,2,1,2,1,1,1,1,2,1,2,2,3,2004,1,12,2,4,2,1,1,1,1,50,47,1,9,1,2,2,1,1,5,1,3,32,1,5,1,4,1,5,1.6666666666666667,1.5,2,4,0,15
2,3,1,1,1,3,2,1,4,3,7,2,2,1,4,3,1,2,1,2,1,1,2,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,5,1,1,12,2006,2,9,2,3,2,6,1,1,7,NA,36,1,1,1,1,2,4,1,2,1,2,41,2,5,1,4,1,4,3.3333333333333335,1.75,1.6666666666666667,7,1,13
2,2,2,1,1,1,2,1,4,2,2,1,1,2,4,2,1,1,1,1,1,1,1,2,12,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,10,2011,1,4,2,5,2,1,1,1,1,50,39,1,12,1,1,1,1,2,5,1,4,11,2,6,1,4,1,7,2.6666666666666665,1,1,4,1,8
2,3,2,1,1,3,1,2,4,3,10,1,2,1,3,2,1,1,1,1,1,1,2,1,10,1,1,2,2,2,2,1,2,2,1,2,1,1,2,5,2,2,12,2003,1,12,2,4,2,1,1,1,1,40,43,1,9,1,1,2,1,1,3,1,3,33,2,5,1,4,1,7,2.6666666666666665,1.25,1.6666666666666667,2,1,16
2,1,2,1,2,1,1,1,4,3,3,1,1,1,4,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,7,2,2,7,2005,2,11,2,4,1,1,2,1,1,40,42,1,9,2,2,2,1,1,5,1,4,21,1,5,1,4,1,3,3,1.75,1.3333333333333333,4,0,14
2,3,2,1,1,3,2,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,1,1,2,3,1,2,8,2009,1,7,2,5,1,1,2,1,5,NA,35,1,8,1,1,1,1,2,4,1,2,21,2,3,1,2,1,0,1.3333333333333333,NA,1,3,1,10
5,4,3,2,1,1,1,1,4,1,1,1,2,3,4,1,1,1,1,1,1,1,1,1,20,1,1,1,2,1,2,1,1,2,1,1,1,1,1,5,2,1,5,2003,1,13,2,2,1,1,2,5,2,50,54,2,5,1,2,1,2,0,3,5,3,11,4,3,1,4,NA,8,2,1,1.3333333333333333,5,1,16
2,2,1,1,1,3,2,1,4,3,4,3,1,1,3,2,1,2,1,1,2,1,2,2,4,1,1,1,1,1,1,2,1,2,2,2,1,1,2,3,2,2,10,2006,1,9,2,4,1,1,2,4,1,28,53,2,5,2,1,2,2,2,3,3,4,21,2,6,1,4,1,4,2.6666666666666665,1.5,1,2,1,13
1,1,1,1,2,2,1,1,4,3,5,3,1,1,4,5,1,2,1,2,1,1,2,1,4,1,1,3,3,3,3,3,2,2,1,1,1,1,1,5,1,2,2,2002,2,14,2,3,1,1,2,5,1,40,45,2,3,1,2,2,2,1,3,2,2,21,3,6,1,4,1,5,4,1.75,2.3333333333333335,4,0,17
3,3,2,1,2,3,2,1,4,3,5,1,1,1,4,5,1,2,1,1,1,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,2,6,2003,1,13,2,4,2,1,1,1,2,60,40,1,6,1,2,2,1,1,3,1,3,21,1,4,1,4,0,5,4,1.5,1,5,0,16
1,1,1,1,1,1,2,1,4,4,10,2,2,1,4,3,1,2,1,1,2,1,2,2,5,2,1,1,2,2,2,1,2,1,1,1,2,1,2,7,2,1,2,2005,2,11,2,3,1,1,2,1,1,40,43,1,8,1,1,2,1,0,3,1,4,21,1,4,1,4,1,4,3.6666666666666665,1.5,1.6666666666666667,4,1,14
5,3,2,1,2,2,2,1,2,6,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,5,2,2,8,2015,1,2,2,5,1,1,2,3,1,40,33,1,2,1,2,2,2,2,2,1,1,41,2,3,1,4,NA,5,1.3333333333333333,1.5,1.3333333333333333,4,0,4
2,3,1,1,1,3,1,2,4,3,3,1,2,1,4,3,1,2,1,2,1,1,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,2,12,2008,2,7,4,6,1,1,2,1,5,NA,36,1,2,1,5,1,1,3,1,3,3,21,2,6,3,4,1,4,3.3333333333333335,1.75,1.6666666666666667,6,1,11
2,1,1,1,1,2,1,2,4,3,3,1,1,1,4,1,1,2,1,2,1,2,2,1,5,1,1,3,4,2,3,3,1,2,2,2,1,1,2,2,2,1,11,2008,1,8,2,4,1,1,2,1,1,50,36,1,11,1,2,2,1,1,5,1,4,11,1,6,1,4,1,4,2.6666666666666665,1.75,2.6666666666666665,3,1,11
1,1,1,1,1,1,2,2,4,6,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,1,6,2005,2,11,2,3,1,1,2,3,2,15,32,2,10,1,1,1,2,1,5,2,2,12,2,5,1,1,1,6,1.3333333333333333,1,1,7,1,14
1,3,2,2,1,1,2,1,4,3,10,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,3,2,2,4,2001,2,14,2,4,2,1,1,1,1,50,49,1,8,2,1,2,1,1,3,1,2,41,3,4,1,4,1,0,2.6666666666666665,2,1.3333333333333333,1,1,18
1,1,1,1,1,1,1,1,4,4,15,2,2,1,4,5,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,5,2,2,12,2005,2,10,2,3,2,1,1,1,1,50,42,1,7,1,1,2,1,0,2,1,3,31,1,6,1,4,1,2,4.333333333333333,1.75,1.6666666666666667,1,1,14
1,2,1,1,1,3,2,1,4,4,5,1,1,1,4,4,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,7,1,2,7,2013,2,2,6,5,2,1,1,1,1,40,34,1,9,1,1,2,1,0,5,4,4,13,2,5,1,4,1,5,4,1.5,1,6,1,6
5,1,1,1,1,1,2,1,4,4,1,1,2,1,4,2,1,1,1,1,1,1,2,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,9,2010,2,6,2,4,5,1,2,3,4,NA,36,2,9,1,1,2,2,0,5,1,1,21,1,6,1,4,NA,6,3.3333333333333335,1.25,1,6,1,9
1,1,2,1,2,1,2,1,4,4,10,1,1,1,2,5,1,1,1,2,1,1,2,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,2002,2,14,2,5,1,1,2,1,1,40,49,1,10,1,1,2,1,2,4,1,1,21,2,5,1,4,1,6,3.6666666666666665,1.5,1.6666666666666667,0,0,17
1,2,1,1,2,2,1,1,4,2,2,1,1,1,4,2,1,1,1,1,1,1,2,2,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,11,2007,1,8,2,4,1,2,2,1,6,NA,68,1,8,1,1,2,1,1,3,1,2,41,2,6,1,3,1,6,2.6666666666666665,1.25,1,4,0,12
1,1,1,1,2,3,2,1,4,2,2,1,1,2,4,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,6,2,2,12,2010,2,5,2,5,1,1,2,1,1,45,35,1,8,1,1,2,1,2,3,1,2,21,1,5,1,4,1,4,2.6666666666666665,1.75,2,4,0,9
1,1,2,1,1,1,2,1,2,4,15,1,2,1,4,2,1,2,1,2,2,1,2,2,5,1,1,1,1,1,1,1,1,2,1,2,1,1,1,7,1,2,3,2006,1,10,2,4,2,1,1,1,1,50,46,1,10,1,2,2,1,1,5,3,4,21,1,5,1,4,1,3,3.3333333333333335,1.75,1,4,1,13
1,2,1,1,1,3,1,2,4,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,40,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,1,1,7,2007,2,9,2,4,2,1,1,1,1,50,39,1,9,1,3,2,1,1,5,1,3,41,2,4,1,4,1,5,2,1.5,1,6,1,12
3,4,2,2,2,2,2,1,4,2,2,1,2,1,3,2,1,2,1,2,1,1,2,2,7,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,9,2004,2,11,2,3,1,2,2,3,1,40,40,2,7,1,2,1,2,1,5,2,3,13,2,4,1,4,0,4,2.3333333333333335,1.75,1.6666666666666667,2,0,15
1,2,1,1,1,1,1,2,2,3,6,3,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,3,2,3,1,2,2,2,2,2,2,1,2,2,2,2,3,2001,2,15,2,2,1,1,2,3,1,40,49,2,5,1,1,2,2,0,5,3,2,21,1,6,1,4,1,2,2,1.75,2,0,1,18
2,2,1,1,2,3,2,1,4,4,15,1,2,1,3,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,1,1,2,2,1,1,1,1,6,2,2,8,2002,1,14,2,4,1,1,2,1,5,NA,51,1,8,1,1,2,1,1,5,3,2,21,1,6,1,3,1,7,2.6666666666666665,1.25,1,3,0,17
1,2,2,2,1,1,2,1,3,3,6,1,1,1,1,5,1,2,2,2,2,2,2,2,6,1,1,2,2,2,2,2,2,2,2,2,2,1,2,7,1,1,10,2000,2,15,2,4,2,1,1,2,1,50,37,1,5,1,1,2,1,1,4,1,4,41,3,5,1,4,1,1,3,2,1.6666666666666667,2,1,19
2,3,3,1,1,1,1,1,4,3,4,1,2,1,3,1,1,2,1,2,1,1,2,1,6,1,1,2,2,2,2,3,1,2,2,2,1,1,1,3,2,2,9,2001,1,14,2,5,1,1,2,1,1,30,49,1,9,1,1,2,1,2,4,1,3,42,2,5,1,3,1,5,2.3333333333333335,1.75,1.6666666666666667,2,1,18
3,3,2,2,2,2,2,1,4,2,3,1,1,1,4,3,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,7,2,2,6,2009,2,7,2,5,1,1,2,3,5,NA,31,1,1,2,3,1,1,2,2,1,1,31,4,4,1,4,0,3,3,1.75,1.6666666666666667,3,0,10
1,2,1,1,1,2,2,1,4,3,8,1,2,1,3,2,1,1,1,1,1,1,2,2,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,1,2010,2,6,2,4,1,1,2,1,2,50,38,1,9,1,1,2,1,1,5,3,2,21,3,6,1,4,1,6,2.6666666666666665,1.25,1,0,1,9
1,1,2,1,1,3,2,1,4,4,20,1,1,1,2,5,2,2,2,2,2,2,2,1,1,2,1,3,2,2,3,3,2,2,2,2,2,2,2,7,2,2,8,2002,2,14,2,4,1,1,2,1,5,NA,51,1,9,1,1,1,1,1,5,4,2,11,2,6,1,4,1,1,3.6666666666666665,2,2.3333333333333335,0,1,17
1,1,1,1,1,3,1,1,4,4,25,1,1,1,1,5,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,2,2,9,2001,1,14,2,3,1,3,2,1,1,40,38,1,9,1,1,2,1,0,5,1,2,12,1,6,1,4,1,0,3.3333333333333335,2,1,4,1,18
2,2,3,2,1,1,1,1,4,2,3,1,2,1,4,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,7,2,2,11,2004,1,11,2,2,2,1,1,3,1,60,47,2,8,1,2,2,3,0,4,1,4,32,2,5,1,4,1,1,2.3333333333333335,2,2,3,1,15
2,3,2,1,1,1,1,1,4,2,4,1,2,1,3,2,1,1,1,2,1,1,2,2,5,2,1,2,1,2,2,2,2,2,1,1,1,1,1,3,2,2,11,2006,1,9,2,4,1,1,2,5,1,26,45,1,6,1,2,1,1,1,2,1,3,42,1,3,1,4,1,5,2.3333333333333335,1.5,1.6666666666666667,3,1,13
5,3,1,1,2,2,2,1,3,5,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,2,3,1,1,1,2,2,1,1,1,1,1,2,1,2,2,7,1,2,8,2011,1,4,2,6,1,1,2,1,1,40,60,1,3,2,2,1,1,3,3,2,3,21,2,6,1,1,NA,4,1,1.5,1.3333333333333333,5,0,8
5,3,2,1,1,3,2,2,4,3,10,1,2,1,3,2,1,2,1,1,1,1,2,2,5,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,2,7,2006,2,9,4,3,1,1,2,1,1,40,43,1,9,1,1,2,1,0,2,3,4,21,1,4,1,4,NA,5,2.6666666666666665,1.5,1,3,1,13
1,3,1,1,1,3,1,1,2,3,2,1,1,1,4,3,1,2,1,1,1,1,2,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,9,2006,1,8,2,5,6,5,1,1,6,NA,63,1,6,2,1,1,4,0,1,1,2,41,1,2,1,4,1,6,3.3333333333333335,1.5,1,6,1,13
1,1,1,1,1,1,2,1,4,3,4,1,1,1,4,5,1,1,1,1,2,1,2,2,5,1,1,1,1,2,1,1,2,2,1,2,1,1,2,3,2,2,11,2004,1,11,2,4,1,1,2,1,1,40,48,1,11,1,1,2,1,1,5,1,2,21,1,6,1,3,1,5,4,1.25,1,2,1,15
1,1,2,1,2,2,2,1,4,4,8,1,1,1,1,5,1,1,1,2,1,1,2,1,8,2,1,1,1,1,1,1,1,2,1,2,2,1,2,7,2,2,1,2002,2,14,2,5,2,1,1,1,2,40,57,1,12,1,1,2,1,2,5,1,2,21,1,6,1,4,1,6,3.3333333333333335,1.5,1.3333333333333333,2,0,17
1,1,2,1,1,1,2,1,4,3,6,1,1,1,3,2,1,1,1,1,1,1,2,1,15,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,5,2003,1,13,5,3,1,2,2,5,1,40,60,2,8,1,1,1,2,1,5,1,4,21,1,6,1,4,1,7,2.6666666666666665,1.25,1.3333333333333333,2,1,16
1,1,2,1,2,2,2,1,4,4,20,2,2,1,4,2,1,2,1,2,1,1,2,2,3,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2004,2,12,2,5,2,1,1,1,1,50,48,1,12,1,2,2,1,2,5,1,1,21,1,6,1,4,1,4,3.3333333333333335,1.75,1,2,0,15
1,1,2,1,2,2,1,1,4,6,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,2,2,5,2,1,2,1,1,2,2,2,2,2,2,1,1,2,4,2,2,6,2010,1,6,2,4,2,1,1,1,1,40,39,1,12,1,2,1,1,1,5,1,2,21,1,6,1,4,1,4,1.3333333333333333,1.75,1.6666666666666667,1,0,9
3,2,1,1,1,1,1,1,2,2,2,3,1,1,4,2,2,2,1,1,1,2,2,1,4,2,1,1,2,1,1,1,1,1,2,1,1,1,1,5,1,1,5,2002,2,14,2,5,1,1,2,5,3,NA,42,2,1,2,1,1,2,3,2,2,3,11,1,3,3,3,0,4,2.6666666666666665,1.5,1.6666666666666667,6,1,17
5,1,1,1,2,1,1,1,4,4,4,1,1,1,4,3,1,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,12,2012,1,2,2,4,5,5,2,3,7,NA,36,2,4,2,2,2,4,0,1,3,4,13,1,6,1,4,NA,5,3.6666666666666665,1.5,1,5,0,7
